case_key,task_id,input_id,target_variable,control_flow_expanded_exact,oracle_cf_state_exact,predicted_cf_state_attempted,predicted_cf_state_exact,end_to_end_joint_exact,request_id,problem_key,platform,cf_service_epoch,difficulty,contest_date,interface,test_source,trace_length,trace_bin,long_trace,distinct_blocks,compressed_runs,repeated_block,selected_candidate,helper_functions,cf_group,state_length,state_bin,identical_visible_messages,net_drop,oracle_position_accuracy,predicted_position_accuracy,oracle_prefix,predicted_prefix,oracle_normalized_prefix,predicted_normalized_prefix
task_lcb_0106/input_004,task_lcb_0106,input_004,i,True,False,False,False,False,task_lcb_0106/input_004/state/003,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,66,26-100,True,8,10,True,1,False,cf_correct,10,6-10,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0106/input_004,task_lcb_0106,input_004,v,True,False,False,False,False,task_lcb_0106/input_004/state/004,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,66,26-100,True,8,10,True,1,False,cf_correct,10,6-10,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0106/input_004,task_lcb_0106,input_004,x,True,False,False,False,False,task_lcb_0106/input_004/state/005,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,66,26-100,True,8,10,True,1,False,cf_correct,23,11-25,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0106/input_005,task_lcb_0106,input_005,ans,True,False,False,False,False,task_lcb_0106/input_005/state/001,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,68,26-100,True,8,10,True,1,False,cf_correct,5,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0106/input_005,task_lcb_0106,input_005,bits,True,False,False,False,False,task_lcb_0106/input_005/state/002,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,68,26-100,True,8,10,True,1,False,cf_correct,22,11-25,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0106/input_005,task_lcb_0106,input_005,i,True,False,False,False,False,task_lcb_0106/input_005/state/003,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,68,26-100,True,8,10,True,1,False,cf_correct,10,6-10,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0106/input_005,task_lcb_0106,input_005,v,True,False,False,False,False,task_lcb_0106/input_005/state/004,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,68,26-100,True,8,10,True,1,False,cf_correct,10,6-10,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0106/input_005,task_lcb_0106,input_005,x,True,False,False,False,False,task_lcb_0106/input_005/state/005,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,68,26-100,True,8,10,True,1,False,cf_correct,23,11-25,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0106/input_006,task_lcb_0106,input_006,ans,True,False,False,False,False,task_lcb_0106/input_006/state/001,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,14,11-25,True,8,5,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0106/input_006,task_lcb_0106,input_006,bits,True,False,False,False,False,task_lcb_0106/input_006/state/002,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,14,11-25,True,8,5,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0106/input_006,task_lcb_0106,input_006,i,True,False,False,False,False,task_lcb_0106/input_006/state/003,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,14,11-25,True,8,5,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0106/input_006,task_lcb_0106,input_006,v,True,False,False,False,False,task_lcb_0106/input_006/state/004,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,14,11-25,True,8,5,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0106/input_006,task_lcb_0106,input_006,x,True,False,False,False,False,task_lcb_0106/input_006/state/005,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,14,11-25,True,8,5,True,1,False,cf_correct,4,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0106/input_009,task_lcb_0106,input_009,ans,True,False,False,False,False,task_lcb_0106/input_009/state/001,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,59,26-100,True,7,9,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0106/input_009,task_lcb_0106,input_009,bits,True,False,False,False,False,task_lcb_0106/input_009/state/002,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,59,26-100,True,7,9,True,1,False,cf_correct,20,11-25,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0106/input_009,task_lcb_0106,input_009,i,True,False,False,False,False,task_lcb_0106/input_009/state/003,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,59,26-100,True,7,9,True,1,False,cf_correct,9,6-10,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0106/input_009,task_lcb_0106,input_009,v,True,False,False,False,False,task_lcb_0106/input_009/state/004,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,59,26-100,True,7,9,True,1,False,cf_correct,9,6-10,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0106/input_009,task_lcb_0106,input_009,x,True,False,False,False,False,task_lcb_0106/input_009/state/005,leetcode/3093,leetcode,after_service_recovery,easy,2023-09-17T00:00:00,functional,private,59,26-100,True,7,9,True,1,False,cf_correct,21,11-25,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_000,task_lcb_0109,input_000,dp,True,False,False,False,False,task_lcb_0109/input_000/state/001,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,public,106,>100,True,7,8,True,1,False,cf_correct,12,11-25,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_000,task_lcb_0109,input_000,s,True,False,False,False,False,task_lcb_0109/input_000/state/002,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,public,106,>100,True,7,8,True,1,False,cf_correct,36,26-100,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_000,task_lcb_0109,input_000,x,True,False,False,False,False,task_lcb_0109/input_000/state/003,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,public,106,>100,True,7,8,True,1,False,cf_correct,6,6-10,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_001,task_lcb_0109,input_001,dp,True,False,False,False,False,task_lcb_0109/input_001/state/001,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,public,106,>100,True,7,9,True,1,False,cf_correct,17,11-25,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_001,task_lcb_0109,input_001,s,True,False,False,False,False,task_lcb_0109/input_001/state/002,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,public,106,>100,True,7,9,True,1,False,cf_correct,33,26-100,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_001,task_lcb_0109,input_001,x,True,False,False,False,False,task_lcb_0109/input_001/state/003,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,public,106,>100,True,7,9,True,1,False,cf_correct,7,6-10,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_002,task_lcb_0109,input_002,dp,True,False,False,False,False,task_lcb_0109/input_002/state/001,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,public,30,26-100,True,7,6,True,1,False,cf_correct,5,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_002,task_lcb_0109,input_002,s,True,False,False,False,False,task_lcb_0109/input_002/state/002,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,public,30,26-100,True,7,6,True,1,False,cf_correct,7,6-10,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_002,task_lcb_0109,input_002,x,True,False,False,False,False,task_lcb_0109/input_002/state/003,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,public,30,26-100,True,7,6,True,1,False,cf_correct,5,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_004,task_lcb_0109,input_004,dp,True,False,False,False,False,task_lcb_0109/input_004/state/001,leetcode/3106,leetcode,before_service_recovery,medium,2023-10-28T00:00:00,functional,private,215,>100,True,7,6,True,1,False,cf_correct,9,6-10,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_004,task_lcb_0109,input_004,s,True,False,False,False,False,task_lcb_0109/input_004/state/002,leetcode/3106,leetcode,before_service_recovery,medium,2023-10-28T00:00:00,functional,private,215,>100,True,7,6,True,1,False,cf_correct,99,26-100,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_004,task_lcb_0109,input_004,x,True,False,False,False,False,task_lcb_0109/input_004/state/003,leetcode/3106,leetcode,before_service_recovery,medium,2023-10-28T00:00:00,functional,private,215,>100,True,7,6,True,1,False,cf_correct,4,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_005,task_lcb_0109,input_005,dp,True,False,False,False,False,task_lcb_0109/input_005/state/001,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,private,151,>100,True,7,8,True,1,False,cf_correct,17,11-25,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_005,task_lcb_0109,input_005,s,True,False,False,False,False,task_lcb_0109/input_005/state/002,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,private,151,>100,True,7,8,True,1,False,cf_correct,57,26-100,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_005,task_lcb_0109,input_005,x,True,False,False,False,False,task_lcb_0109/input_005/state/003,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,private,151,>100,True,7,8,True,1,False,cf_correct,5,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_008,task_lcb_0109,input_008,dp,True,False,False,False,False,task_lcb_0109/input_008/state/001,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,private,9,6-10,False,7,4,True,1,False,cf_correct,4,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_008,task_lcb_0109,input_008,s,True,False,False,False,False,task_lcb_0109/input_008/state/002,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,private,9,6-10,False,7,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_008,task_lcb_0109,input_008,x,True,False,False,False,False,task_lcb_0109/input_008/state/003,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,private,9,6-10,False,7,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_009,task_lcb_0109,input_009,dp,True,False,False,False,False,task_lcb_0109/input_009/state/001,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,private,188,>100,True,7,5,True,1,False,cf_correct,6,6-10,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_009,task_lcb_0109,input_009,s,True,False,False,False,False,task_lcb_0109/input_009/state/002,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,private,188,>100,True,7,5,True,1,False,cf_correct,89,26-100,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0109/input_009,task_lcb_0109,input_009,x,True,False,False,False,False,task_lcb_0109/input_009/state/003,leetcode/3106,leetcode,after_service_recovery,medium,2023-10-28T00:00:00,functional,private,188,>100,True,7,5,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_000,task_lcb_0116,input_000,ans,True,False,False,False,False,task_lcb_0116/input_000/state/001,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,public,41,26-100,True,9,6,True,1,False,cf_correct,8,6-10,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_000,task_lcb_0116,input_000,distinct,True,False,False,False,False,task_lcb_0116/input_000/state/002,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,public,41,26-100,True,9,6,True,1,False,cf_correct,9,6-10,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_000,task_lcb_0116,input_000,freq,True,False,False,False,False,task_lcb_0116/input_000/state/003,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,public,41,26-100,True,9,6,True,1,False,cf_correct,10,6-10,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_000,task_lcb_0116,input_000,i,True,False,False,False,False,task_lcb_0116/input_000/state/004,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,public,41,26-100,True,9,6,True,1,False,cf_correct,4,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_000,task_lcb_0116,input_000,j,True,False,False,False,False,task_lcb_0116/input_000/state/005,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,public,41,26-100,True,9,6,True,1,False,cf_correct,6,6-10,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_000,task_lcb_0116,input_000,n,True,False,False,False,False,task_lcb_0116/input_000/state/006,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,public,41,26-100,True,9,6,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_000,task_lcb_0116,input_000,x,True,False,False,False,False,task_lcb_0116/input_000/state/007,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,public,41,26-100,True,9,6,True,1,False,cf_correct,6,6-10,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_001,task_lcb_0116,input_001,ans,True,False,False,False,False,task_lcb_0116/input_001/state/001,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,public,23,11-25,True,9,5,True,1,False,cf_correct,5,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_001,task_lcb_0116,input_001,distinct,True,False,False,False,False,task_lcb_0116/input_001/state/002,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,public,23,11-25,True,9,5,True,1,False,cf_correct,5,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_001,task_lcb_0116,input_001,freq,True,False,False,False,False,task_lcb_0116/input_001/state/003,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,public,23,11-25,True,9,5,True,1,False,cf_correct,6,6-10,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_001,task_lcb_0116,input_001,i,True,False,False,False,False,task_lcb_0116/input_001/state/004,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,public,23,11-25,True,9,5,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_001,task_lcb_0116,input_001,j,True,False,False,False,False,task_lcb_0116/input_001/state/005,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,public,23,11-25,True,9,5,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_001,task_lcb_0116,input_001,n,True,False,False,False,False,task_lcb_0116/input_001/state/006,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,public,23,11-25,True,9,5,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_001,task_lcb_0116,input_001,x,True,False,False,False,False,task_lcb_0116/input_001/state/007,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,public,23,11-25,True,9,5,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_002,task_lcb_0116,input_002,ans,True,False,False,False,False,task_lcb_0116/input_002/state/001,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_002,task_lcb_0116,input_002,distinct,True,False,False,False,False,task_lcb_0116/input_002/state/002,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_002,task_lcb_0116,input_002,freq,True,False,False,False,False,task_lcb_0116/input_002/state/003,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_002,task_lcb_0116,input_002,i,True,False,False,False,False,task_lcb_0116/input_002/state/004,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_002,task_lcb_0116,input_002,j,True,False,False,False,False,task_lcb_0116/input_002/state/005,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_002,task_lcb_0116,input_002,n,True,False,False,False,False,task_lcb_0116/input_002/state/006,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_002,task_lcb_0116,input_002,x,True,False,False,False,False,task_lcb_0116/input_002/state/007,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_003,task_lcb_0116,input_003,ans,True,False,False,False,False,task_lcb_0116/input_003/state/001,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_003,task_lcb_0116,input_003,distinct,True,False,False,False,False,task_lcb_0116/input_003/state/002,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_003,task_lcb_0116,input_003,freq,True,False,False,False,False,task_lcb_0116/input_003/state/003,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_003,task_lcb_0116,input_003,i,True,False,False,False,False,task_lcb_0116/input_003/state/004,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_003,task_lcb_0116,input_003,j,True,False,False,False,False,task_lcb_0116/input_003/state/005,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_003,task_lcb_0116,input_003,n,True,False,False,False,False,task_lcb_0116/input_003/state/006,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_003,task_lcb_0116,input_003,x,True,False,False,False,False,task_lcb_0116/input_003/state/007,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_004,task_lcb_0116,input_004,ans,True,False,False,False,False,task_lcb_0116/input_004/state/001,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_004,task_lcb_0116,input_004,distinct,True,False,False,False,False,task_lcb_0116/input_004/state/002,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_004,task_lcb_0116,input_004,freq,True,False,False,False,False,task_lcb_0116/input_004/state/003,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_004,task_lcb_0116,input_004,i,True,False,False,False,False,task_lcb_0116/input_004/state/004,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_004,task_lcb_0116,input_004,j,True,False,False,False,False,task_lcb_0116/input_004/state/005,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_004,task_lcb_0116,input_004,n,True,False,False,False,False,task_lcb_0116/input_004/state/006,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_004,task_lcb_0116,input_004,x,True,False,False,False,False,task_lcb_0116/input_004/state/007,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_005,task_lcb_0116,input_005,ans,True,False,False,False,False,task_lcb_0116/input_005/state/001,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_005,task_lcb_0116,input_005,distinct,True,False,False,False,False,task_lcb_0116/input_005/state/002,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_005,task_lcb_0116,input_005,freq,True,False,False,False,False,task_lcb_0116/input_005/state/003,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_005,task_lcb_0116,input_005,i,True,False,False,False,False,task_lcb_0116/input_005/state/004,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_005,task_lcb_0116,input_005,j,True,False,False,False,False,task_lcb_0116/input_005/state/005,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_005,task_lcb_0116,input_005,n,True,False,False,False,False,task_lcb_0116/input_005/state/006,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_005,task_lcb_0116,input_005,x,True,False,False,False,False,task_lcb_0116/input_005/state/007,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_006,task_lcb_0116,input_006,ans,False,False,False,False,False,task_lcb_0116/input_006/state/001,leetcode/3163,leetcode,before_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_unconstructable,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_006,task_lcb_0116,input_006,distinct,False,False,False,False,False,task_lcb_0116/input_006/state/002,leetcode/3163,leetcode,before_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_unconstructable,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_006,task_lcb_0116,input_006,freq,False,False,False,False,False,task_lcb_0116/input_006/state/003,leetcode/3163,leetcode,before_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_unconstructable,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_006,task_lcb_0116,input_006,i,False,False,False,False,False,task_lcb_0116/input_006/state/004,leetcode/3163,leetcode,before_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_unconstructable,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_006,task_lcb_0116,input_006,j,False,False,False,False,False,task_lcb_0116/input_006/state/005,leetcode/3163,leetcode,before_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_unconstructable,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_006,task_lcb_0116,input_006,n,False,False,False,False,False,task_lcb_0116/input_006/state/006,leetcode/3163,leetcode,before_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_unconstructable,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_006,task_lcb_0116,input_006,x,False,False,False,False,False,task_lcb_0116/input_006/state/007,leetcode/3163,leetcode,before_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_unconstructable,2,2,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_008,task_lcb_0116,input_008,ans,True,False,False,False,False,task_lcb_0116/input_008/state/001,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_008,task_lcb_0116,input_008,distinct,True,False,False,False,False,task_lcb_0116/input_008/state/002,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
task_lcb_0116/input_008,task_lcb_0116,input_008,freq,True,False,False,False,False,task_lcb_0116/input_008/state/003,leetcode/3163,leetcode,after_service_recovery,easy,2023-10-28T00:00:00,functional,private,11,11-25,True,9,4,True,1,False,cf_correct,3,3-5,False,0,0.0,0.0,0,0,0.0,0.0
