case_key,task_id,input_id,expected_variable_count,predicted_state_attempted_variable_count,control_flow_expanded_exact,oracle_cf_all_variables_exact,predicted_cf_all_variables_exact,end_to_end_case_joint_exact,problem_key,platform,cf_service_epoch,difficulty,contest_date,interface,test_source,trace_length,trace_bin,long_trace,distinct_blocks,compressed_runs,repeated_block,selected_candidate,helper_functions,failure_bucket
task_lcb_0190/input_008,task_lcb_0190,input_008,5,5,True,False,True,True,atcoder/abc301_a,atcoder,after_service_recovery,easy,2023-05-13T00:00:00,stdin,private,4,3-5,False,4,4,False,1,False,all_correct
task_lcb_0190/input_009,task_lcb_0190,input_009,5,5,True,True,False,False,atcoder/abc301_a,atcoder,after_service_recovery,easy,2023-05-13T00:00:00,stdin,private,4,3-5,False,4,4,False,1,False,state_failed_given_correct_cf
task_lcb_0191/input_000,task_lcb_0191,input_000,9,0,False,True,False,False,atcoder/abc301_b,atcoder,before_service_recovery,easy,2023-05-13T00:00:00,stdin,public,28,26-100,True,6,6,True,1,False,control_flow_failed
task_lcb_0191/input_001,task_lcb_0191,input_001,9,9,True,False,True,True,atcoder/abc301_b,atcoder,after_service_recovery,easy,2023-05-13T00:00:00,stdin,public,28,26-100,True,6,4,True,1,False,all_correct
task_lcb_0191/input_002,task_lcb_0191,input_002,9,0,False,False,False,False,atcoder/abc301_b,atcoder,before_service_recovery,easy,2023-05-13T00:00:00,stdin,private,498,>100,True,6,4,True,1,False,control_flow_failed
task_lcb_0191/input_003,task_lcb_0191,input_003,9,9,True,True,True,True,atcoder/abc301_b,atcoder,after_service_recovery,easy,2023-05-13T00:00:00,stdin,private,8,6-10,False,6,4,True,1,False,all_correct
task_lcb_0193/input_000,task_lcb_0193,input_000,8,8,True,True,True,True,atcoder/abc301_d,atcoder,after_service_recovery,medium,2023-05-13T00:00:00,stdin,public,22,11-25,True,10,9,True,1,False,all_correct
task_lcb_0193/input_001,task_lcb_0193,input_001,7,7,True,True,True,True,atcoder/abc301_d,atcoder,after_service_recovery,medium,2023-05-13T00:00:00,stdin,public,12,11-25,True,6,7,True,1,False,all_correct
task_lcb_0193/input_002,task_lcb_0193,input_002,8,8,True,True,True,True,atcoder/abc301_d,atcoder,after_service_recovery,medium,2023-05-13T00:00:00,stdin,public,23,11-25,True,10,9,True,1,False,all_correct
task_lcb_0193/input_003,task_lcb_0193,input_003,8,8,True,True,True,True,atcoder/abc301_d,atcoder,after_service_recovery,medium,2023-05-13T00:00:00,stdin,private,409,>100,True,11,20,True,1,False,all_correct
task_lcb_0193/input_004,task_lcb_0193,input_004,7,7,True,True,True,True,atcoder/abc301_d,atcoder,after_service_recovery,medium,2023-05-13T00:00:00,stdin,private,9,6-10,False,7,7,True,1,False,all_correct
task_lcb_0193/input_005,task_lcb_0193,input_005,8,8,True,True,True,True,atcoder/abc301_d,atcoder,after_service_recovery,medium,2023-05-13T00:00:00,stdin,private,198,>100,True,11,35,True,1,False,all_correct
task_lcb_0193/input_006,task_lcb_0193,input_006,8,8,False,False,False,False,atcoder/abc301_d,atcoder,after_service_recovery,medium,2023-05-13T00:00:00,stdin,private,390,>100,True,11,33,True,1,False,control_flow_failed
task_lcb_0193/input_007,task_lcb_0193,input_007,8,8,True,True,True,True,atcoder/abc301_d,atcoder,after_service_recovery,medium,2023-05-13T00:00:00,stdin,private,23,11-25,True,11,10,True,1,False,all_correct
task_lcb_0193/input_008,task_lcb_0193,input_008,8,8,True,True,True,True,atcoder/abc301_d,atcoder,after_service_recovery,medium,2023-05-13T00:00:00,stdin,private,236,>100,True,10,7,True,1,False,all_correct
task_lcb_0193/input_009,task_lcb_0193,input_009,8,0,False,True,False,False,atcoder/abc301_d,atcoder,before_service_recovery,medium,2023-05-13T00:00:00,stdin,private,389,>100,True,10,30,True,1,False,control_flow_failed
task_lcb_0199/input_000,task_lcb_0199,input_000,11,11,True,True,False,False,atcoder/abc302_d,atcoder,after_service_recovery,medium,2023-05-20T00:00:00,stdin,public,16,11-25,True,10,5,True,1,False,state_failed_given_correct_cf
task_lcb_0199/input_001,task_lcb_0199,input_001,10,10,True,True,True,True,atcoder/abc302_d,atcoder,after_service_recovery,medium,2023-05-20T00:00:00,stdin,public,21,11-25,True,7,6,True,1,False,all_correct
task_lcb_0199/input_002,task_lcb_0199,input_002,11,0,False,True,False,False,atcoder/abc302_d,atcoder,before_service_recovery,medium,2023-05-20T00:00:00,stdin,public,10,6-10,True,9,4,True,1,False,control_flow_failed
task_lcb_0199/input_006,task_lcb_0199,input_006,11,11,True,True,True,True,atcoder/abc302_d,atcoder,after_service_recovery,medium,2023-05-20T00:00:00,stdin,private,14,11-25,True,9,5,True,1,False,all_correct
task_lcb_0214/input_000,task_lcb_0214,input_000,11,11,True,True,False,False,atcoder/abc305_c,atcoder,after_service_recovery,medium,2023-06-10T00:00:00,stdin,public,123,>100,True,18,12,True,1,False,state_failed_given_correct_cf
task_lcb_0214/input_001,task_lcb_0214,input_001,11,11,True,True,True,True,atcoder/abc305_c,atcoder,after_service_recovery,medium,2023-06-10T00:00:00,stdin,public,57,26-100,True,18,11,True,1,False,all_correct
task_lcb_0214/input_002,task_lcb_0214,input_002,11,11,True,True,True,True,atcoder/abc305_c,atcoder,after_service_recovery,medium,2023-06-10T00:00:00,stdin,public,199,>100,True,18,13,True,1,False,all_correct
task_lcb_0214/input_007,task_lcb_0214,input_007,11,11,True,True,True,True,atcoder/abc305_c,atcoder,after_service_recovery,medium,2023-06-10T00:00:00,stdin,private,64,26-100,True,18,12,True,1,False,all_correct
task_lcb_0215/input_000,task_lcb_0215,input_000,13,13,True,True,True,True,atcoder/abc305_d,atcoder,after_service_recovery,hard,2023-06-10T00:00:00,stdin,public,46,26-100,True,15,13,True,1,False,all_correct
task_lcb_0215/input_001,task_lcb_0215,input_001,13,13,True,False,False,False,atcoder/abc305_d,atcoder,after_service_recovery,hard,2023-06-10T00:00:00,stdin,public,145,>100,True,15,34,True,1,False,state_failed_given_correct_cf
task_lcb_0260/input_000,task_lcb_0260,input_000,12,12,True,True,True,True,atcoder/abc314_c,atcoder,after_service_recovery,medium,2023-08-12T00:00:00,stdin,public,43,26-100,True,8,9,True,1,False,all_correct
task_lcb_0260/input_001,task_lcb_0260,input_001,12,12,True,True,True,True,atcoder/abc314_c,atcoder,after_service_recovery,medium,2023-08-12T00:00:00,stdin,public,15,11-25,True,8,7,True,1,False,all_correct
task_lcb_0260/input_009,task_lcb_0260,input_009,12,12,True,True,True,True,atcoder/abc314_c,atcoder,after_service_recovery,medium,2023-08-12T00:00:00,stdin,private,11,11-25,True,8,7,True,1,False,all_correct
task_lcb_0329/input_000,task_lcb_0329,input_000,8,0,False,True,False,False,atcoder/abc329_d,atcoder,before_service_recovery,medium,2023-11-18T00:00:00,stdin,public,36,26-100,True,9,11,True,1,False,control_flow_failed
task_lcb_0329/input_001,task_lcb_0329,input_001,8,8,True,False,True,True,atcoder/abc329_d,atcoder,after_service_recovery,medium,2023-11-18T00:00:00,stdin,public,30,26-100,True,9,6,True,1,False,all_correct
task_lcb_0329/input_002,task_lcb_0329,input_002,8,8,True,True,True,True,atcoder/abc329_d,atcoder,after_service_recovery,medium,2023-11-18T00:00:00,stdin,public,41,26-100,True,9,10,True,1,False,all_correct
task_lcb_0337/input_000,task_lcb_0337,input_000,6,6,True,True,True,True,atcoder/abc331_a,atcoder,after_service_recovery,easy,2023-12-02T00:00:00,stdin,public,6,6-10,False,6,6,False,1,False,all_correct
task_lcb_0337/input_001,task_lcb_0337,input_001,6,6,True,True,False,False,atcoder/abc331_a,atcoder,after_service_recovery,easy,2023-12-02T00:00:00,stdin,public,3,3-5,False,3,3,False,1,False,state_failed_given_correct_cf
task_lcb_0337/input_002,task_lcb_0337,input_002,6,6,True,True,True,True,atcoder/abc331_a,atcoder,after_service_recovery,easy,2023-12-02T00:00:00,stdin,public,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0337/input_003,task_lcb_0337,input_003,6,6,True,False,True,True,atcoder/abc331_a,atcoder,after_service_recovery,easy,2023-12-02T00:00:00,stdin,private,5,3-5,False,5,5,False,1,False,all_correct
task_lcb_0337/input_004,task_lcb_0337,input_004,6,6,True,False,True,True,atcoder/abc331_a,atcoder,after_service_recovery,easy,2023-12-02T00:00:00,stdin,private,6,6-10,False,6,6,False,1,False,all_correct
task_lcb_0337/input_005,task_lcb_0337,input_005,6,0,False,True,False,False,atcoder/abc331_a,atcoder,before_service_recovery,easy,2023-12-02T00:00:00,stdin,private,3,3-5,False,3,3,False,1,False,control_flow_failed
task_lcb_0337/input_006,task_lcb_0337,input_006,6,6,True,True,True,True,atcoder/abc331_a,atcoder,after_service_recovery,easy,2023-12-02T00:00:00,stdin,private,5,3-5,False,5,5,False,1,False,all_correct
task_lcb_0337/input_007,task_lcb_0337,input_007,6,6,True,True,True,True,atcoder/abc331_a,atcoder,after_service_recovery,easy,2023-12-02T00:00:00,stdin,private,6,6-10,False,6,6,False,1,False,all_correct
task_lcb_0337/input_008,task_lcb_0337,input_008,6,6,True,True,False,False,atcoder/abc331_a,atcoder,after_service_recovery,easy,2023-12-02T00:00:00,stdin,private,6,6-10,False,6,6,False,1,False,state_failed_given_correct_cf
task_lcb_0337/input_009,task_lcb_0337,input_009,6,6,True,True,True,True,atcoder/abc331_a,atcoder,after_service_recovery,easy,2023-12-02T00:00:00,stdin,private,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0356/input_000,task_lcb_0356,input_000,1,1,True,True,True,True,atcoder/abc335_a,atcoder,after_service_recovery,easy,2024-01-06T00:00:00,stdin,public,2,2,False,2,2,False,1,False,all_correct
task_lcb_0356/input_001,task_lcb_0356,input_001,1,1,True,True,True,True,atcoder/abc335_a,atcoder,after_service_recovery,easy,2024-01-06T00:00:00,stdin,public,2,2,False,2,2,False,1,False,all_correct
task_lcb_0356/input_002,task_lcb_0356,input_002,1,1,True,True,True,True,atcoder/abc335_a,atcoder,after_service_recovery,easy,2024-01-06T00:00:00,stdin,public,2,2,False,2,2,False,1,False,all_correct
task_lcb_0356/input_003,task_lcb_0356,input_003,1,1,True,True,True,True,atcoder/abc335_a,atcoder,after_service_recovery,easy,2024-01-06T00:00:00,stdin,private,2,2,False,2,2,False,1,False,all_correct
task_lcb_0356/input_004,task_lcb_0356,input_004,1,1,True,True,True,True,atcoder/abc335_a,atcoder,after_service_recovery,easy,2024-01-06T00:00:00,stdin,private,2,2,False,2,2,False,1,False,all_correct
task_lcb_0356/input_005,task_lcb_0356,input_005,1,1,True,True,True,True,atcoder/abc335_a,atcoder,after_service_recovery,easy,2024-01-06T00:00:00,stdin,private,2,2,False,2,2,False,1,False,all_correct
task_lcb_0356/input_006,task_lcb_0356,input_006,1,0,False,True,False,False,atcoder/abc335_a,atcoder,before_service_recovery,easy,2024-01-06T00:00:00,stdin,private,2,2,False,2,2,False,1,False,control_flow_failed
task_lcb_0356/input_007,task_lcb_0356,input_007,1,1,True,True,True,True,atcoder/abc335_a,atcoder,after_service_recovery,easy,2024-01-06T00:00:00,stdin,private,2,2,False,2,2,False,1,False,all_correct
task_lcb_0356/input_008,task_lcb_0356,input_008,1,1,True,True,True,True,atcoder/abc335_a,atcoder,after_service_recovery,easy,2024-01-06T00:00:00,stdin,private,2,2,False,2,2,False,1,False,all_correct
task_lcb_0356/input_009,task_lcb_0356,input_009,1,1,True,True,True,True,atcoder/abc335_a,atcoder,after_service_recovery,easy,2024-01-06T00:00:00,stdin,private,2,2,False,2,2,False,1,False,all_correct
task_lcb_0413/input_000,task_lcb_0413,input_000,5,5,True,True,True,True,atcoder/abc347_a,atcoder,after_service_recovery,easy,2024-03-30T00:00:00,stdin,public,2,2,False,2,2,False,1,False,all_correct
task_lcb_0413/input_001,task_lcb_0413,input_001,5,5,True,True,True,True,atcoder/abc347_a,atcoder,after_service_recovery,easy,2024-03-30T00:00:00,stdin,public,2,2,False,2,2,False,1,False,all_correct
task_lcb_0413/input_002,task_lcb_0413,input_002,5,5,True,True,True,True,atcoder/abc347_a,atcoder,after_service_recovery,easy,2024-03-30T00:00:00,stdin,public,2,2,False,2,2,False,1,False,all_correct
task_lcb_0413/input_003,task_lcb_0413,input_003,5,5,True,True,True,True,atcoder/abc347_a,atcoder,after_service_recovery,easy,2024-03-30T00:00:00,stdin,private,2,2,False,2,2,False,1,False,all_correct
task_lcb_0413/input_004,task_lcb_0413,input_004,5,5,True,True,True,True,atcoder/abc347_a,atcoder,after_service_recovery,easy,2024-03-30T00:00:00,stdin,private,2,2,False,2,2,False,1,False,all_correct
task_lcb_0413/input_005,task_lcb_0413,input_005,5,5,True,False,True,True,atcoder/abc347_a,atcoder,after_service_recovery,easy,2024-03-30T00:00:00,stdin,private,2,2,False,2,2,False,1,False,all_correct
task_lcb_0413/input_006,task_lcb_0413,input_006,5,5,True,True,True,True,atcoder/abc347_a,atcoder,after_service_recovery,easy,2024-03-30T00:00:00,stdin,private,2,2,False,2,2,False,1,False,all_correct
task_lcb_0413/input_007,task_lcb_0413,input_007,5,5,True,True,True,True,atcoder/abc347_a,atcoder,after_service_recovery,easy,2024-03-30T00:00:00,stdin,private,2,2,False,2,2,False,1,False,all_correct
task_lcb_0413/input_008,task_lcb_0413,input_008,5,5,True,True,True,True,atcoder/abc347_a,atcoder,after_service_recovery,easy,2024-03-30T00:00:00,stdin,private,2,2,False,2,2,False,1,False,all_correct
task_lcb_0413/input_009,task_lcb_0413,input_009,5,5,True,True,True,True,atcoder/abc347_a,atcoder,after_service_recovery,easy,2024-03-30T00:00:00,stdin,private,2,2,False,2,2,False,1,False,all_correct
task_lcb_0416/input_000,task_lcb_0416,input_000,8,8,True,True,True,True,atcoder/abc348_c,atcoder,after_service_recovery,medium,2024-04-06T00:00:00,stdin,public,21,11-25,True,9,7,True,1,False,all_correct
task_lcb_0416/input_001,task_lcb_0416,input_001,8,8,True,False,False,False,atcoder/abc348_c,atcoder,after_service_recovery,medium,2024-04-06T00:00:00,stdin,public,48,26-100,True,9,11,True,1,False,state_failed_given_correct_cf
task_lcb_0424/input_000,task_lcb_0424,input_000,8,8,True,False,False,False,atcoder/abc349_d,atcoder,after_service_recovery,hard,2024-04-13T00:00:00,stdin,public,44,26-100,True,12,9,True,1,False,state_failed_given_correct_cf
task_lcb_0424/input_001,task_lcb_0424,input_001,8,8,True,False,False,False,atcoder/abc349_d,atcoder,after_service_recovery,hard,2024-04-13T00:00:00,stdin,public,11,11-25,True,10,7,True,1,False,state_failed_given_correct_cf
task_lcb_0424/input_002,task_lcb_0424,input_002,8,8,False,False,False,False,atcoder/abc349_d,atcoder,after_service_recovery,hard,2024-04-13T00:00:00,stdin,public,114,>100,True,12,11,True,1,False,control_flow_failed
task_lcb_0424/input_003,task_lcb_0424,input_003,7,7,False,False,False,False,atcoder/abc349_d,atcoder,after_service_recovery,hard,2024-04-13T00:00:00,stdin,private,278,>100,True,12,19,True,1,False,control_flow_failed
task_lcb_0424/input_004,task_lcb_0424,input_004,7,0,False,False,False,False,atcoder/abc349_d,atcoder,before_service_recovery,hard,2024-04-13T00:00:00,stdin,private,438,>100,True,12,24,True,1,False,control_flow_failed
task_lcb_0424/input_005,task_lcb_0424,input_005,7,7,False,False,False,False,atcoder/abc349_d,atcoder,after_service_recovery,hard,2024-04-13T00:00:00,stdin,private,426,>100,True,12,27,True,1,False,control_flow_failed
task_lcb_0424/input_006,task_lcb_0424,input_006,8,8,False,False,False,False,atcoder/abc349_d,atcoder,after_service_recovery,hard,2024-04-13T00:00:00,stdin,private,100,26-100,True,12,8,True,1,False,control_flow_failed
task_lcb_0424/input_007,task_lcb_0424,input_007,7,7,False,False,False,False,atcoder/abc349_d,atcoder,after_service_recovery,hard,2024-04-13T00:00:00,stdin,private,464,>100,True,12,28,True,1,False,control_flow_failed
task_lcb_0424/input_008,task_lcb_0424,input_008,8,0,False,False,False,False,atcoder/abc349_d,atcoder,before_service_recovery,hard,2024-04-13T00:00:00,stdin,private,20,11-25,True,12,8,True,1,False,control_flow_failed
task_lcb_0424/input_009,task_lcb_0424,input_009,7,7,False,False,False,False,atcoder/abc349_d,atcoder,after_service_recovery,hard,2024-04-13T00:00:00,stdin,private,484,>100,True,12,26,True,1,False,control_flow_failed
task_lcb_0433/input_000,task_lcb_0433,input_000,11,11,True,False,True,True,atcoder/abc351_e,atcoder,after_service_recovery,hard,2024-04-27T00:00:00,stdin,public,17,11-25,True,9,9,True,1,False,all_correct
task_lcb_0433/input_001,task_lcb_0433,input_001,11,11,True,False,True,True,atcoder/abc351_e,atcoder,after_service_recovery,hard,2024-04-27T00:00:00,stdin,public,21,11-25,True,9,9,True,1,False,all_correct
task_lcb_0446/input_000,task_lcb_0446,input_000,11,11,True,True,True,True,atcoder/abc353_d,atcoder,after_service_recovery,medium,2024-05-11T00:00:00,stdin,public,31,26-100,True,7,7,True,1,False,all_correct
task_lcb_0446/input_001,task_lcb_0446,input_001,11,11,True,True,False,False,atcoder/abc353_d,atcoder,after_service_recovery,medium,2024-05-11T00:00:00,stdin,public,35,26-100,True,7,7,True,1,False,state_failed_given_correct_cf
task_lcb_0446/input_009,task_lcb_0446,input_009,11,0,False,True,False,False,atcoder/abc353_d,atcoder,before_service_recovery,medium,2024-05-11T00:00:00,stdin,private,29,26-100,True,7,7,True,1,False,control_flow_failed
task_lcb_0470/input_000,task_lcb_0470,input_000,3,3,True,True,True,True,leetcode/3374,leetcode,after_service_recovery,medium,2024-03-30T00:00:00,functional,public,15,11-25,True,7,5,True,1,False,all_correct
task_lcb_0470/input_001,task_lcb_0470,input_001,3,3,True,True,True,True,leetcode/3374,leetcode,after_service_recovery,medium,2024-03-30T00:00:00,functional,public,15,11-25,True,6,4,True,1,False,all_correct
task_lcb_0470/input_002,task_lcb_0470,input_002,3,3,True,True,True,True,leetcode/3374,leetcode,after_service_recovery,medium,2024-03-30T00:00:00,functional,private,63,26-100,True,7,6,True,1,False,all_correct
task_lcb_0470/input_005,task_lcb_0470,input_005,3,3,True,True,True,True,leetcode/3374,leetcode,after_service_recovery,medium,2024-03-30T00:00:00,functional,private,399,>100,True,6,4,True,1,False,all_correct
task_lcb_0470/input_008,task_lcb_0470,input_008,3,3,True,True,True,True,leetcode/3374,leetcode,after_service_recovery,medium,2024-03-30T00:00:00,functional,private,39,26-100,True,6,4,True,1,False,all_correct
task_lcb_0481/input_000,task_lcb_0481,input_000,9,9,True,True,True,True,leetcode/3354,leetcode,after_service_recovery,medium,2024-03-16T00:00:00,functional,public,196,>100,True,18,13,True,1,False,all_correct
task_lcb_0481/input_001,task_lcb_0481,input_001,9,9,True,False,True,True,leetcode/3354,leetcode,after_service_recovery,medium,2024-03-16T00:00:00,functional,public,148,>100,True,20,17,True,1,False,all_correct
task_lcb_0481/input_003,task_lcb_0481,input_003,6,6,True,True,True,True,leetcode/3354,leetcode,after_service_recovery,medium,2024-03-16T00:00:00,functional,private,13,11-25,True,11,9,True,1,False,all_correct
task_lcb_0519/input_000,task_lcb_0519,input_000,2,2,True,True,True,True,atcoder/abc357_b,atcoder,after_service_recovery,easy,2024-06-08T00:00:00,stdin,public,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0519/input_001,task_lcb_0519,input_001,2,2,True,True,True,True,atcoder/abc357_b,atcoder,after_service_recovery,easy,2024-06-08T00:00:00,stdin,public,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0519/input_002,task_lcb_0519,input_002,2,2,True,True,True,True,atcoder/abc357_b,atcoder,after_service_recovery,easy,2024-06-08T00:00:00,stdin,public,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0519/input_003,task_lcb_0519,input_003,2,2,True,True,True,True,atcoder/abc357_b,atcoder,after_service_recovery,easy,2024-06-08T00:00:00,stdin,private,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0519/input_004,task_lcb_0519,input_004,2,2,True,True,True,True,atcoder/abc357_b,atcoder,after_service_recovery,easy,2024-06-08T00:00:00,stdin,private,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0519/input_005,task_lcb_0519,input_005,2,2,True,True,True,True,atcoder/abc357_b,atcoder,after_service_recovery,easy,2024-06-08T00:00:00,stdin,private,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0519/input_006,task_lcb_0519,input_006,2,2,True,True,True,True,atcoder/abc357_b,atcoder,after_service_recovery,easy,2024-06-08T00:00:00,stdin,private,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0519/input_007,task_lcb_0519,input_007,2,2,True,True,False,False,atcoder/abc357_b,atcoder,after_service_recovery,easy,2024-06-08T00:00:00,stdin,private,3,3-5,False,3,3,False,1,False,state_failed_given_correct_cf
task_lcb_0519/input_008,task_lcb_0519,input_008,2,2,True,True,True,True,atcoder/abc357_b,atcoder,after_service_recovery,easy,2024-06-08T00:00:00,stdin,private,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0519/input_009,task_lcb_0519,input_009,2,0,False,True,False,False,atcoder/abc357_b,atcoder,before_service_recovery,easy,2024-06-08T00:00:00,stdin,private,3,3-5,False,3,3,False,1,False,control_flow_failed
task_lcb_0531/input_000,task_lcb_0531,input_000,9,9,True,True,True,True,atcoder/abc360_c,atcoder,after_service_recovery,medium,2024-06-30T00:00:00,stdin,public,24,11-25,True,7,5,True,1,False,all_correct
task_lcb_0531/input_001,task_lcb_0531,input_001,9,9,True,True,False,False,atcoder/abc360_c,atcoder,after_service_recovery,medium,2024-06-30T00:00:00,stdin,public,48,26-100,True,7,10,True,1,False,state_failed_given_correct_cf
task_lcb_0553/input_000,task_lcb_0553,input_000,13,13,True,False,False,False,atcoder/abc364_b,atcoder,after_service_recovery,easy,2024-07-27T00:00:00,stdin,public,21,11-25,True,6,7,True,1,False,state_failed_given_correct_cf
task_lcb_0553/input_001,task_lcb_0553,input_001,13,0,False,False,False,False,atcoder/abc364_b,atcoder,before_service_recovery,easy,2024-07-27T00:00:00,stdin,public,37,26-100,True,6,10,True,1,False,control_flow_failed
task_lcb_0553/input_002,task_lcb_0553,input_002,13,13,True,False,False,False,atcoder/abc364_b,atcoder,after_service_recovery,easy,2024-07-27T00:00:00,stdin,public,48,26-100,True,5,4,True,1,False,state_failed_given_correct_cf
task_lcb_0553/input_003,task_lcb_0553,input_003,13,13,True,False,False,False,atcoder/abc364_b,atcoder,after_service_recovery,easy,2024-07-27T00:00:00,stdin,private,138,>100,True,5,4,True,1,False,state_failed_given_correct_cf
task_lcb_0553/input_004,task_lcb_0553,input_004,13,13,True,False,False,False,atcoder/abc364_b,atcoder,after_service_recovery,easy,2024-07-27T00:00:00,stdin,private,175,>100,True,6,30,True,1,False,state_failed_given_correct_cf
task_lcb_0553/input_005,task_lcb_0553,input_005,13,13,True,False,False,False,atcoder/abc364_b,atcoder,after_service_recovery,easy,2024-07-27T00:00:00,stdin,private,201,>100,True,6,6,True,1,False,state_failed_given_correct_cf
task_lcb_0553/input_006,task_lcb_0553,input_006,13,13,True,False,False,False,atcoder/abc364_b,atcoder,after_service_recovery,easy,2024-07-27T00:00:00,stdin,private,160,>100,True,6,24,True,1,False,state_failed_given_correct_cf
task_lcb_0553/input_007,task_lcb_0553,input_007,13,13,True,False,False,False,atcoder/abc364_b,atcoder,after_service_recovery,easy,2024-07-27T00:00:00,stdin,private,153,>100,True,5,4,True,1,False,state_failed_given_correct_cf
task_lcb_0553/input_008,task_lcb_0553,input_008,13,13,True,False,False,False,atcoder/abc364_b,atcoder,after_service_recovery,easy,2024-07-27T00:00:00,stdin,private,153,>100,True,5,4,True,1,False,state_failed_given_correct_cf
task_lcb_0553/input_009,task_lcb_0553,input_009,13,13,True,False,False,False,atcoder/abc364_b,atcoder,after_service_recovery,easy,2024-07-27T00:00:00,stdin,private,188,>100,True,6,21,True,1,False,state_failed_given_correct_cf
task_lcb_0574/input_000,task_lcb_0574,input_000,8,8,True,False,True,True,leetcode/3461,leetcode,after_service_recovery,medium,2024-06-22T00:00:00,functional,public,38,26-100,True,13,5,True,1,False,all_correct
task_lcb_0574/input_001,task_lcb_0574,input_001,8,8,True,True,True,True,leetcode/3461,leetcode,after_service_recovery,medium,2024-06-22T00:00:00,functional,public,23,11-25,True,13,5,True,1,False,all_correct
task_lcb_0574/input_004,task_lcb_0574,input_004,8,8,True,True,True,True,leetcode/3461,leetcode,after_service_recovery,medium,2024-06-22T00:00:00,functional,private,19,11-25,True,13,5,True,1,False,all_correct
task_lcb_0574/input_007,task_lcb_0574,input_007,8,0,False,True,False,False,leetcode/3461,leetcode,before_service_recovery,medium,2024-06-22T00:00:00,functional,private,231,>100,True,13,6,True,1,False,control_flow_failed
task_lcb_0574/input_009,task_lcb_0574,input_009,8,8,False,True,False,False,leetcode/3461,leetcode,after_service_recovery,medium,2024-06-22T00:00:00,functional,private,293,>100,True,13,13,True,1,False,control_flow_failed
task_lcb_0581/input_000,task_lcb_0581,input_000,11,11,True,True,True,True,leetcode/3492,leetcode,after_service_recovery,medium,2024-07-06T00:00:00,functional,public,45,26-100,True,13,6,True,1,False,all_correct
task_lcb_0581/input_001,task_lcb_0581,input_001,11,11,True,True,True,True,leetcode/3492,leetcode,after_service_recovery,medium,2024-07-06T00:00:00,functional,public,31,26-100,True,12,6,True,1,False,all_correct
task_lcb_0581/input_002,task_lcb_0581,input_002,11,11,True,True,True,True,leetcode/3492,leetcode,after_service_recovery,medium,2024-07-06T00:00:00,functional,public,30,26-100,True,10,5,True,1,False,all_correct
task_lcb_0581/input_006,task_lcb_0581,input_006,11,11,True,False,True,True,leetcode/3492,leetcode,after_service_recovery,medium,2024-07-06T00:00:00,functional,private,34,26-100,True,13,6,True,1,False,all_correct
task_lcb_0581/input_009,task_lcb_0581,input_009,11,11,True,True,True,True,leetcode/3492,leetcode,after_service_recovery,medium,2024-07-06T00:00:00,functional,private,79,26-100,True,13,8,True,1,False,all_correct
task_lcb_0583/input_000,task_lcb_0583,input_000,3,3,True,True,True,True,leetcode/3484,leetcode,after_service_recovery,easy,2024-07-13T00:00:00,functional,public,7,6-10,False,5,6,True,1,False,all_correct
task_lcb_0583/input_001,task_lcb_0583,input_001,3,3,True,True,True,True,leetcode/3484,leetcode,after_service_recovery,easy,2024-07-13T00:00:00,functional,public,7,6-10,False,4,4,True,1,False,all_correct
task_lcb_0583/input_002,task_lcb_0583,input_002,3,3,True,True,True,True,leetcode/3484,leetcode,after_service_recovery,easy,2024-07-13T00:00:00,functional,private,5,3-5,False,4,4,True,1,False,all_correct
task_lcb_0583/input_003,task_lcb_0583,input_003,3,3,True,True,True,True,leetcode/3484,leetcode,after_service_recovery,easy,2024-07-13T00:00:00,functional,private,5,3-5,False,4,4,True,1,False,all_correct
task_lcb_0583/input_004,task_lcb_0583,input_004,3,3,True,False,True,True,leetcode/3484,leetcode,after_service_recovery,easy,2024-07-13T00:00:00,functional,private,7,6-10,False,5,6,True,1,False,all_correct
task_lcb_0583/input_005,task_lcb_0583,input_005,3,3,True,True,True,True,leetcode/3484,leetcode,after_service_recovery,easy,2024-07-13T00:00:00,functional,private,11,11-25,True,5,6,True,1,False,all_correct
task_lcb_0583/input_006,task_lcb_0583,input_006,3,3,True,True,True,True,leetcode/3484,leetcode,after_service_recovery,easy,2024-07-13T00:00:00,functional,private,13,11-25,True,5,6,True,1,False,all_correct
task_lcb_0583/input_007,task_lcb_0583,input_007,3,3,True,True,True,True,leetcode/3484,leetcode,after_service_recovery,easy,2024-07-13T00:00:00,functional,private,11,11-25,True,5,6,True,1,False,all_correct
task_lcb_0583/input_008,task_lcb_0583,input_008,3,3,True,True,True,True,leetcode/3484,leetcode,after_service_recovery,easy,2024-07-13T00:00:00,functional,private,19,11-25,True,5,6,True,1,False,all_correct
